OTU_ID	May_D_A	July_C_C	May_D_D	May_E_C	July_E_C	May_D_C	July_D_A	July_D_D	July_C_A	July_E_B	May_E_B	May_C_C	July_C_B	July_E_A	May_E_A	May_C_A	July_D_C	May_C_B	July_A_C	May_A_C	July_A_A	July_B_D	May_A_B	May_B_G	July_A_B	May_A_A	July_B_F	May_B_F	May_B_D	July_B_G
denovo580	1	1	12	0	0	9	4	2	0	0	3	0	0	0	3	0	1	0	4	0	2	0	2	2	3	2	1	1	2	2
denovo2013	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	7	4	14	1	5	2	7	1	1	3	4	2
denovo310	7	0	6	4	2	2	3	0	0	2	19	0	0	4	2	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1
denovo558	0	2	0	5	1	1	3	1	0	5	0	0	2	0	2	0	1	1	0	0	0	2	0	8	0	0	6	5	3	9
denovo729	3	0	2	1	1	1	1	0	0	0	4	2	0	0	3	0	0	13	0	0	0	1	0	11	0	0	0	11	3	0
denovo333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	8	12	0	8	0	11	2	0	0	0	0
denovo262	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	5	2	2	2	11	4	3	2	3	8	4
denovo498	5	2	0	4	1	2	4	1	2	1	7	3	3	4	4	4	1	2	0	4	1	0	0	0	0	0	0	1	0	0
denovo276	11	0	1	7	3	0	7	2	0	4	5	0	6	0	1	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo351	3	0	2	7	17	2	0	0	0	2	19	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	8	1	4	6	7	0	3	4	3	9
denovo821	2	7	0	1	2	0	2	0	3	0	0	4	0	0	0	3	1	8	2	10	4	3	1	0	2	0	0	0	0	0
denovo488	2	0	5	2	8	3	3	1	0	2	6	0	0	3	5	0	0	0	0	0	0	2	0	3	0	0	7	0	0	3
denovo1314	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	7	5	6	0	3	6	9	4	0	2	6	2
denovo831	3	0	1	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	3	2	6	2	1	6	4	1	0	7	8	5
denovo266	0	0	0	1	1	0	0	0	0	0	2	0	1	4	1	0	0	1	4	17	6	1	1	5	3	3	1	1	2	0
denovo1064	0	4	0	0	0	0	0	0	12	0	0	16	8	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0
denovo2176	4	1	3	4	8	3	7	5	2	1	9	0	0	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo610	5	0	4	4	1	10	1	2	0	2	2	0	2	0	2	0	0	0	4	5	3	1	1	1	0	3	0	0	1	1
denovo245	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	4	5	7	12
denovo255	5	0	1	9	5	5	4	1	0	1	10	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
denovo441	3	0	6	4	4	10	4	2	0	1	2	0	0	3	1	0	1	0	0	0	2	1	0	3	0	0	1	2	1	4
denovo414	4	1	0	0	0	6	0	0	0	0	2	12	4	0	0	0	2	6	1	6	0	3	0	1	0	1	1	0	4	1
denovo1121	0	2	0	0	6	2	0	0	4	2	3	8	1	0	1	0	0	5	1	5	2	0	0	2	0	0	1	2	3	5
denovo547	3	12	0	1	1	1	2	0	3	1	3	2	6	0	0	4	4	11	0	0	0	0	0	0	0	0	0	0	0	0
denovo954	2	1	1	5	7	1	3	0	3	3	1	4	2	3	5	3	1	7	0	0	0	0	0	1	0	0	0	1	0	0
denovo358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	1	0	10	0	2	16	1	1	0	3
denovo1948	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	6	3	2	0	0	8	2	5	4	2	9	5
denovo764	0	0	1	20	17	2	0	0	0	1	8	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo323	0	0	0	5	5	0	0	0	0	2	1	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	21
denovo1262	5	5	4	12	3	2	0	1	0	2	4	3	0	3	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1119	1	2	2	3	0	2	1	2	1	1	5	1	1	0	6	2	0	1	0	0	0	2	0	3	0	0	5	2	6	5
denovo947	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	8	5	2	4	3	3	2	4	3	5	6
denovo511	0	0	0	2	0	0	0	3	0	3	1	0	0	1	3	0	0	0	8	1	1	0	1	1	8	0	0	2	0	18
denovo1243	7	1	9	9	1	4	0	0	0	0	1	2	0	0	3	1	3	1	3	1	5	0	1	0	1	0	0	0	0	0
denovo653	5	0	5	5	1	6	1	2	0	2	5	0	1	8	5	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0
denovo198	5	1	3	8	1	4	3	1	0	2	3	0	0	1	0	4	2	1	3	0	1	0	1	0	1	0	0	1	0	7
denovo845	3	0	3	9	8	2	3	0	0	2	5	2	0	2	9	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo261	1	0	2	2	4	3	3	0	1	2	5	2	0	5	10	0	1	1	0	1	0	0	0	3	0	0	0	4	1	2
denovo154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	31	0	0	0	8	2	0	0	0	0
denovo1080	0	1	0	6	0	0	2	0	1	0	8	3	1	0	12	0	0	2	4	2	5	0	1	0	0	0	2	2	0	1
denovo263	0	0	0	12	4	0	1	2	0	3	14	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	8	0	3
denovo250	4	2	8	9	5	2	4	1	0	1	6	1	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1814	0	6	0	0	0	0	0	0	1	0	0	7	1	0	0	6	0	5	6	4	1	1	2	5	2	0	0	1	3	1
denovo442	3	0	1	8	7	5	2	0	0	4	7	0	0	7	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0
denovo457	9	1	5	1	4	1	2	1	0	1	10	6	2	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0
denovo632	2	0	4	1	1	1	0	0	0	2	1	0	0	0	1	0	0	0	11	2	5	1	1	0	7	6	0	1	5	0
denovo343	2	1	4	3	0	5	4	0	0	0	0	0	0	1	2	1	1	1	4	6	5	1	1	0	3	5	0	0	2	0
denovo332	5	0	0	2	2	6	8	5	0	7	14	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo337	0	1	1	0	0	0	0	0	1	2	1	17	4	1	2	2	0	11	0	0	0	1	0	2	0	0	0	0	6	0
denovo1210	6	0	6	4	2	9	2	2	1	1	1	0	1	2	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	2
denovo649	1	0	0	2	2	1	6	0	0	1	2	0	0	3	3	0	3	4	0	1	0	2	0	1	0	0	7	5	2	5
denovo1231	1	0	0	1	2	1	0	1	1	1	4	1	4	1	6	0	0	4	1	2	0	0	1	6	1	1	0	2	8	1
denovo470	1	10	0	0	1	0	1	0	3	2	5	8	2	2	2	2	1	11	0	0	0	0	0	0	0	0	0	0	0	0
denovo371	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	9	10	4	1	1	2	2	12	0	0	5	0
denovo645	5	0	2	2	2	8	1	2	0	1	4	1	2	1	0	5	1	4	0	0	0	2	0	1	0	0	2	2	0	3
denovo349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	27	0	0	0	2	0	0	0	0	0
denovo222	4	0	0	17	7	0	12	2	1	0	0	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo280	0	0	0	1	0	3	0	2	0	1	1	0	0	0	1	0	0	0	6	6	3	1	3	4	3	2	3	2	3	5
denovo330	0	3	1	2	3	0	5	0	1	5	5	2	6	0	4	4	0	7	0	1	0	0	0	1	0	0	0	0	0	0
denovo403	6	0	4	1	1	5	12	2	1	1	4	0	0	1	3	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo444	1	5	0	0	0	0	1	0	4	0	3	5	2	2	0	3	0	13	3	2	3	0	2	0	0	0	0	0	0	0
denovo321	4	2	5	1	1	14	0	0	3	0	0	5	4	0	1	5	0	1	0	0	0	0	0	2	0	0	0	0	0	1
denovo555	1	2	1	5	10	0	0	0	2	0	4	0	1	5	9	3	0	5	0	0	0	0	0	0	0	0	0	0	1	0
denovo864	2	6	0	3	7	0	3	0	2	4	3	2	3	0	2	0	1	3	1	3	3	0	0	1	0	0	0	0	0	0
denovo837	3	0	6	2	7	6	1	3	0	0	14	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo564	1	4	0	1	2	2	1	1	3	0	0	2	6	0	0	6	0	19	0	1	0	0	0	0	0	0	0	0	0	0
denovo407	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	11	14	0	3	0	4	5	0	0	0	0
denovo1551	3	1	1	5	4	1	14	0	0	6	4	1	0	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0
denovo315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	16	8	0	5	2	3	1	2	0	1	0
denovo314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	15	0	3	0	12	1	0	0	0	0
denovo584	3	2	4	3	3	2	0	1	2	5	2	2	2	1	4	1	1	2	1	1	0	0	0	0	0	0	0	3	0	4
denovo574	0	0	1	0	0	0	0	0	0	1	5	1	0	10	1	0	0	0	1	0	0	1	0	15	0	0	0	7	6	0
denovo2026	3	3	1	1	11	1	4	0	0	0	0	1	0	1	1	0	4	3	0	0	0	2	1	7	1	0	0	3	1	0
denovo579	2	0	3	1	0	6	2	1	0	3	1	0	5	1	4	0	0	7	0	0	0	1	0	4	0	0	0	2	4	2
denovo727	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	10	3	7	0	0	1	9	9	0	3	1	1
denovo663	1	3	1	2	0	0	3	1	2	2	5	3	3	4	8	3	1	2	0	0	0	0	0	0	0	0	1	0	2	2
denovo286	7	1	2	2	0	5	4	2	0	0	2	3	0	3	5	3	0	1	1	1	0	0	0	1	0	0	3	0	1	1
denovo384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	12	0	0	0	19	6	0	0	1	0
denovo481	3	0	3	0	0	2	0	0	1	0	1	1	3	0	4	1	0	3	2	3	0	0	2	2	0	1	0	4	12	0
denovo659	0	4	0	1	2	1	4	1	3	0	1	3	4	1	3	4	0	13	0	1	0	0	1	0	0	1	0	0	0	0
denovo738	0	6	1	1	2	0	2	0	1	2	0	3	1	3	6	0	1	12	1	0	1	1	0	0	3	0	1	0	0	0
denovo331	11	0	6	1	0	9	1	2	1	0	0	4	5	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo783	0	1	1	2	0	1	0	0	0	1	4	0	3	2	3	2	0	12	2	4	1	0	0	1	0	1	0	0	6	1
denovo520	1	0	11	1	2	2	0	0	1	0	1	2	0	1	3	0	0	0	1	4	1	0	3	2	1	1	0	3	6	1
denovo1631	2	0	5	1	9	1	0	0	0	2	7	0	0	4	12	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1
denovo744	3	1	6	0	3	2	1	0	1	1	1	0	2	2	4	1	0	3	2	3	0	2	0	2	3	0	4	0	0	0
denovo465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	14	0	0	16	1	0	0	0
denovo1822	5	0	1	1	2	2	4	0	0	2	2	1	0	2	4	1	1	0	0	2	0	0	0	6	0	0	0	0	5	6
denovo229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	20	0	3	0	7	1	0	0	0	0
denovo537	4	2	7	2	6	1	3	0	2	0	3	1	2	2	1	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0
denovo412	2	0	1	2	8	1	0	0	0	0	7	0	0	0	12	0	0	0	0	1	1	3	0	3	0	1	0	1	2	2
denovo668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	8	0	5	0	4	14	0	0	0	0
denovo871	1	3	3	2	3	2	6	1	1	0	12	3	0	0	1	3	0	3	0	0	0	0	1	0	2	0	0	0	0	0
denovo271	0	10	0	0	0	0	1	0	9	0	0	12	5	0	0	2	0	7	0	0	0	0	0	0	0	0	1	0	0	0
denovo363	1	0	1	3	1	2	0	0	0	0	2	0	0	0	0	0	7	0	7	3	6	0	3	0	4	2	1	2	0	2
denovo521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	3	0	8	0	3	4	0	0	4	0
denovo642	2	2	0	4	4	5	2	0	3	0	1	4	4	1	1	1	1	1	0	0	0	2	0	0	0	0	0	0	9	0
denovo235	1	0	3	13	4	1	3	2	0	1	12	1	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	9	11	0	0	0	6	4	0	0	0	1
denovo179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	6	1	5	5	2	3	4	0	7	2
denovo236	2	1	0	6	8	0	10	1	0	2	10	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo435	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	4	7	0	0	5	7	0	2	1	2	11	2
denovo835	2	2	4	0	1	3	2	0	0	6	8	0	0	5	3	0	0	0	0	3	0	0	1	0	0	1	0	2	1	2
denovo483	2	2	0	0	0	1	5	1	3	0	2	7	0	0	1	0	0	6	3	2	1	1	4	0	4	1	0	0	0	0
denovo851	4	0	9	0	3	3	1	0	2	0	0	1	1	1	4	0	0	1	0	1	1	1	2	3	0	0	2	1	1	4
denovo136	4	0	8	6	4	3	8	4	0	0	4	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
denovo1026	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	9	0	0	2	2	11	16
denovo1273	2	4	3	3	2	3	0	1	0	0	2	6	0	4	4	2	0	5	2	1	0	0	0	0	0	0	1	0	0	0
denovo878	1	3	0	1	1	1	0	0	3	0	1	2	1	0	3	1	0	7	4	7	0	2	1	1	0	1	1	0	1	2
denovo204	7	2	2	3	4	3	8	2	1	4	4	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo428	0	18	0	0	0	0	0	0	2	0	0	2	0	1	4	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0
denovo606	1	11	2	2	1	0	2	1	2	0	1	2	1	0	2	0	0	6	1	0	0	0	0	5	0	0	0	0	3	2
denovo1386	3	0	3	2	3	1	2	1	2	4	1	0	0	1	2	0	2	0	1	4	6	0	1	1	3	0	1	0	1	0
denovo1042	5	0	1	5	3	5	4	1	1	0	9	0	0	2	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	11	0	5	0	1	7	0	0	0	0
denovo559	9	0	6	0	2	2	4	0	0	0	2	1	0	0	7	1	1	0	0	0	0	1	0	1	0	0	1	2	3	2
denovo372	9	1	2	1	0	3	0	2	0	0	5	0	1	5	5	1	2	0	3	1	0	0	0	0	0	0	0	0	4	0
denovo284	10	0	4	1	1	6	2	0	0	5	2	0	0	10	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo833	0	3	0	0	0	0	5	0	8	1	0	5	3	0	3	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0
denovo2064	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	3	10	1	4	0	7	3	1	0	1	1
denovo796	1	0	2	6	5	3	8	1	0	0	5	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0
denovo395	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	4	0	7	0	0	5	10	10	5
denovo399	3	0	9	2	6	3	3	3	0	0	10	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo718	3	0	5	0	1	3	2	0	0	0	1	0	0	1	3	0	0	0	0	0	0	3	0	6	0	0	3	8	4	1
denovo354	0	0	0	2	5	1	7	0	1	1	3	0	3	6	4	3	0	3	0	0	1	0	0	0	0	0	1	0	2	1
denovo1752	1	4	2	4	1	1	3	4	1	1	1	5	1	0	0	4	0	1	0	0	0	1	0	1	3	0	2	1	2	0
denovo858	3	4	0	1	0	1	1	1	1	0	3	7	0	1	1	3	1	5	0	5	0	1	0	0	0	3	0	0	0	2
denovo518	3	6	0	4	3	2	2	2	2	1	0	1	4	4	5	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0
denovo181	0	3	0	8	18	1	4	2	0	0	0	4	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo499	2	1	1	1	0	2	6	0	10	0	0	2	4	1	2	6	2	3	0	0	0	0	0	1	0	0	0	0	0	0
denovo1807	3	0	1	1	1	3	2	0	1	1	2	0	1	0	0	0	2	0	2	4	3	1	1	5	2	5	0	0	3	0
denovo936	3	5	0	2	3	1	0	1	5	0	2	1	4	0	1	6	0	9	1	0	0	0	0	0	0	0	0	0	0	0
denovo1792	2	2	2	3	3	1	0	0	0	0	1	3	0	1	2	0	0	0	2	1	2	2	0	4	0	1	2	2	6	2
denovo1592	5	0	2	0	2	0	1	1	0	1	0	1	0	1	1	0	2	0	3	4	3	2	0	2	4	0	0	4	3	2
denovo344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	8	0	1	2	8	4	0	0	0	0
denovo1735	0	5	0	0	0	0	2	0	6	0	1	4	3	0	1	6	0	11	0	0	0	0	0	3	0	0	0	0	2	0
denovo482	2	0	1	4	4	2	0	0	0	0	3	4	1	1	4	0	1	0	1	0	6	0	0	2	0	2	2	0	1	2
denovo462	0	3	0	0	0	0	0	0	4	0	0	18	7	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	1	0
denovo311	0	6	1	1	1	3	3	0	2	1	1	6	3	0	2	4	1	6	0	0	0	0	0	0	0	0	2	0	0	0
denovo160	1	1	0	0	0	0	3	0	1	0	0	0	0	0	0	1	2	4	9	5	2	1	2	0	1	5	0	4	1	0
denovo751	1	0	1	1	0	3	0	0	0	0	2	1	0	0	2	0	0	1	1	1	0	1	0	3	0	0	1	14	5	5
denovo552	2	1	12	0	3	6	1	0	0	2	5	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3	8	0	0	0	7	2	0	0	0	0
denovo341	0	0	1	0	7	1	1	10	0	1	0	0	0	6	1	0	0	0	1	0	1	1	0	0	1	0	4	1	1	5
denovo273	1	0	2	5	3	0	0	0	0	5	3	0	0	2	3	0	1	1	3	1	0	0	0	4	2	0	1	4	2	0
denovo246	1	0	0	3	8	0	0	3	0	8	4	0	0	8	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo723	4	1	1	1	1	3	0	0	0	1	1	7	1	2	4	1	1	4	2	1	0	1	0	0	0	0	1	1	4	0
denovo476	1	0	4	4	3	4	2	0	2	6	3	0	0	1	1	4	2	2	0	0	0	0	0	0	0	0	1	2	0	1
denovo622	1	0	2	2	4	4	2	0	0	1	1	0	2	1	1	0	3	1	5	8	0	0	4	0	0	0	0	0	0	1
denovo347	1	1	0	2	6	2	1	0	0	1	0	9	0	5	1	0	0	1	2	0	2	2	0	0	1	0	1	0	3	1
denovo370	1	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	1	2	5	5	3	2	3	0	4	2	1	0	3	4
denovo421	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	24	0	0	0	3	0	0	1	0	0
denovo383	2	1	8	1	1	7	5	0	0	2	5	0	0	2	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0
denovo406	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	3	5	8	10
denovo201	1	1	2	0	1	0	1	0	1	0	2	5	6	2	4	4	0	4	1	2	0	1	0	2	1	0	0	0	1	0
denovo422	4	0	1	4	2	0	5	1	1	1	2	0	2	4	2	1	0	2	3	1	3	0	0	2	1	0	0	0	0	0
denovo191	0	0	0	3	5	1	6	3	1	2	7	0	1	4	1	1	3	1	0	0	0	1	0	0	0	1	0	1	0	0
denovo279	1	0	2	3	4	5	0	0	1	0	8	0	2	1	8	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0
denovo761	5	0	1	0	1	3	2	0	3	0	6	9	1	0	0	1	0	8	0	1	0	0	0	0	0	0	1	0	0	0
denovo625	8	0	1	1	1	7	0	1	0	0	0	0	0	0	0	0	0	0	4	8	1	0	0	0	5	1	0	0	4	0
denovo1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	7	0	5	0	2	7	0	0	0	0
denovo714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	5	0	9	1	3	7	0	0	0	0
denovo983	4	0	8	5	1	1	2	0	0	0	1	0	0	0	1	0	2	0	2	0	3	0	0	3	2	0	0	2	1	3
denovo1769	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	6	3	3	0	1	2	6	0	1	5	2
denovo1470	1	3	0	0	1	0	0	0	4	2	4	5	3	0	5	2	0	6	0	0	4	0	0	1	0	0	0	0	0	0
denovo377	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	3	10	0	1	0	5	2	0	0	0	1
denovo188	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	6	6	0	2	2	3	4	2	7	0	4
denovo478	4	0	6	1	1	7	4	0	0	1	0	0	0	1	8	0	0	0	0	0	0	0	0	1	1	1	0	2	0	2
denovo693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	10	0	4	0	7	7	0	1	0	0
denovo394	1	2	1	0	0	0	0	0	1	0	2	6	1	0	1	2	0	6	0	0	0	0	0	2	0	0	1	14	0	0
denovo782	0	1	0	2	1	0	0	0	0	1	1	1	0	5	8	0	0	1	1	1	3	0	1	3	0	0	0	0	9	1
denovo874	1	15	0	0	0	0	0	0	0	0	0	4	2	0	3	4	0	9	1	0	0	0	0	0	1	0	0	0	0	0
denovo1087	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	1	0	0	0	0	0	2	0	2	0	0	1	13	5	10
denovo888	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	15	0	0	2	7	7	2
denovo504	8	0	1	4	6	9	2	1	0	0	0	0	0	0	0	0	1	6	0	1	1	0	0	0	0	0	0	0	0	0
denovo318	5	3	5	0	0	3	2	0	1	1	1	3	0	1	2	1	0	4	0	2	3	0	0	0	2	1	0	0	0	0
denovo684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	10	0	3	0	8	1	0	0	0	0
denovo299	1	0	1	1	0	0	0	0	0	1	0	4	0	3	0	0	0	0	4	2	5	1	0	2	1	1	3	3	2	4
denovo352	0	0	3	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	1	1	2	0	10	0	0	1	5	1	9
denovo709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	5	2	1	26
denovo364	1	0	0	2	5	3	8	1	3	1	3	1	4	2	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0
denovo573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	18	0	2	4	1	7	3
denovo887	0	0	1	1	0	0	0	0	4	0	0	6	0	1	1	1	0	11	1	3	2	0	1	1	3	1	0	0	1	0
denovo755	3	3	0	0	0	0	2	0	2	0	1	8	2	0	0	9	1	8	0	0	0	0	0	0	0	0	0	0	0	0
denovo705	1	1	1	2	1	0	0	0	0	1	0	2	0	0	0	0	1	0	12	9	1	0	0	3	2	0	0	0	0	1
denovo694	1	4	0	1	0	3	1	0	3	0	1	2	1	2	2	4	2	1	3	4	1	0	0	0	1	1	0	0	0	0
denovo1222	0	0	1	0	5	1	2	1	0	5	3	0	0	2	3	0	1	0	5	2	4	0	1	0	2	0	0	0	0	0
denovo517	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	3	6	3	14
denovo288	0	1	1	2	0	2	2	1	0	0	1	5	1	0	0	1	0	7	2	3	1	2	4	0	0	0	1	0	1	0
denovo1903	0	0	0	0	1	1	0	0	0	0	1	3	0	0	1	0	0	0	9	10	6	0	1	0	5	0	0	0	0	0
denovo658	3	1	4	4	2	4	2	1	2	0	5	2	1	2	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0
denovo342	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	15	4	7	0	2	0	3	5	0	0	0	0
denovo585	0	0	1	6	4	2	0	0	0	0	1	0	0	0	3	0	0	0	1	0	1	2	0	2	2	1	2	3	2	5
denovo652	1	1	0	2	1	1	12	0	0	2	10	0	0	0	3	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0
denovo917	2	4	1	1	2	1	2	0	0	0	5	0	1	4	4	2	0	3	0	0	0	1	0	1	1	0	0	1	1	1
denovo308	0	1	0	0	0	0	0	0	1	0	0	18	6	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0
denovo327	3	0	2	3	1	2	6	0	0	1	7	2	0	1	5	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0
denovo205	2	3	0	3	2	2	0	1	2	1	4	1	4	2	7	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo772	0	1	1	0	5	3	2	0	2	2	4	1	3	1	2	2	1	2	0	0	3	1	0	0	0	0	0	0	1	0
denovo703	9	3	1	0	1	3	2	0	1	2	0	2	3	1	3	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0
denovo487	0	3	0	0	0	1	2	0	1	0	10	3	2	0	2	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo496	0	2	0	0	1	1	1	0	2	0	0	5	1	2	2	6	1	4	4	1	0	0	0	1	0	0	0	0	1	2
denovo898	1	6	0	0	1	1	5	0	2	0	2	3	0	1	1	3	2	5	0	0	0	0	0	1	0	0	0	2	1	0
denovo583	1	0	0	3	5	0	0	0	0	0	6	0	0	1	1	0	0	0	2	5	5	0	0	1	3	2	0	1	1	0
denovo868	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	6	12	0	1	0	0	1	4	1	1	3	1
denovo445	0	7	0	0	0	0	0	0	1	0	0	6	6	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0
denovo794	1	11	0	1	0	2	1	0	4	1	2	2	2	0	0	2	1	3	0	1	0	0	2	0	1	0	0	0	0	0
denovo533	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	4	1	4	0	0	1	6	3	9
denovo699	1	0	1	1	2	1	0	0	0	1	6	0	1	3	10	0	0	1	0	0	0	0	0	1	0	0	0	3	1	4
denovo964	0	2	0	2	1	0	0	0	0	3	4	0	2	1	4	0	0	1	1	3	0	2	0	4	0	1	2	1	2	1
